stock_symbol,operating_profit_sep_2021,operating_profit_sep_2022,eps_sep_2021,eps_sep_2022,promoter_holding_sep_2021,promoter_holding_sep_2022,public_holding_sep_2021,public_holding_sep_2022
NECLIFE,27,-7,0.08,-1.00,55.80,55.80,42.68,28.20
NESTLEIND,948,1011,64.03,69.32,62.76,62.76,16.93,16.33
NFL,180,185,1.14,0.50,74.71,74.71,11.24,11.97
NIACL,96,19,0.77,0.20,85.44,85.44,1.41,2.02
NILAINFRA,1.62,0.64,0.01,0.02,61.90,61.90,32.43,34.35
NIPPOBATRY,7.57,3.35,9.92,2.43,65.35,65.35,34.49,34.65
NITIRAJ,None,None,None,None,None,None,None,None
NOIDATOLL,2.01,1.11,-0.45,-0.42,26.37,26.37,66.60,66.60
NRBBEARING,42,25,2.33,1.52,49.82,49.86,15.70,16.75
NUCLEUS,4,12,2.93,4.42,67.59,73.27,27.38,23.96
OAL,20.08,14.76,3.67,1.93,74.17,74.17,25.77,24.92
OBCL,None,None,None,None,66.61,68.56,33.39,31.44
OILCOUNTUB,-1,-4,-2.66,31.78,49.22,49.22,50.65,50.65
OMKARCHEM,-0.40,-0.95,-1.11,-1.41,27.62,14.71,72.38,85.22
ONMOBILE,2.59,-4.17,0.06,0.20,48.33,48.08,51.42,51.08
ORICONENT,4.35,10.89,0.91,0.20,66.28,66.52,26.42,31.87
ORIENTALTL,-0.66,-0.18,-0.47,-0.07,28.08,27.24,60.39,72.43
ORIENTLTD,0.18,-0.56,-2.06,-2.10,73.05,73.05,26.94,26.95
ORTINLAB,0.29,-0.22,0.06,0.10,15.68,15.68,84.32,84.32
PALREDTEC,-0.06,0.04,-0.45,0.33,37.78,34.80,55.01,58.55
PANAMAPET,67,73,8.12,8.67,72.13,70.37,24.50,26.89
PARAGMILK,55,41,2.52,1.49,40.75,36.19,38.92,46.48
PATINTLOG,1.31,2.87,0.00,0.19,40.75,39.54,59.25,60.46
PDMJEPAPER,15,26,0.99,1.91,71.21,71.05,28.38,28.49
PEL,519,-516,6.29,-2.12,43.51,43.48,12.58,16.10
PETRONET,1297,1173,5.49,4.96,50.00,50.00,13.22,11.11
PGEL,13,24,2.22,8.19,65.83,65.24,33.22,30.27
PGIL,9.37,16.36,3.53,2.58,66.58,66.58,25.52,26.79
PILITA,1.51,1.21,0.05,0.03,50.09,50.09,49.26,49.25
PITTIENG,35,37,4.10,3.17,59.28,59.29,40.60,37.77
PIXTRANS,30,21,13.70,10.34,61.76,61.80,38.16,37.78
PNC,0.09,-1.17,0.10,-0.84,54.84,54.84,44.22,44.23
PODDARMENT,5.03,9.99,4.09,7.06,62.43,62.43,36.36,36.30
POLYPLEX,43,38,60.01,12.22,50.97,50.97,35.06,31.21
POWERMECH,55,85,18.43,28.52,63.70,63.69,24.42,21.95
PRAENG,3.91,-0.85,0.18,-0.34,32.87,32.87,67.13,67.13
PRECAM,18,22,2.03,1.27,65.37,65.37,34.51,34.42
PREMEXPLN,6.92,7.21,2.39,2.33,41.33,41.33,54.71,55.03
PRESSMN,0.68,1.38,0.48,0.62,47.19,43.09,52.81,56.91
PRINCEPIPE,123,-11,6.92,-2.18,63.25,62.94,21.38,18.51
PRSMJOHNSN,161,52,0.90,-1.02,74.87,74.87,14.73,17.37
PRUDENT,None,None,None,None,None,None,None,None
PUNJABCHEM,31,32,14.59,15.21,39.22,39.22,56.23,56.94
PVR,-69,152,-24.38,-11.29,17.04,16.97,19.13,19.61
RADAAN,-0.78,-0.54,-0.26,-0.21,51.42,51.42,48.30,48.30
RAINBOW,None,None,None,None,None,None,None,None
RAJTV,0.89,0.01,-0.48,-0.04,71.42,71.42,28.58,28.57
RAMCOCEM,394,184,21.91,0.49,42.52,42.29,13.69,13.96
RANEENGINE,2.75,7.83,-4.60,-0.06,54.84,55.12,44.13,43.86
RAYMOND,102,247,3.19,16.88,49.12,49.15,39.48,30.77
RCOM,-28,-37,-4.96,-5.72,5.18,5.18,89.17,89.21
REDINGTON,174,230,7.41,8.39,None,None,45.52,45.56
REFEX,12,37,3.57,12.12,49.72,52.70,50.28,47.23
RELIGARE,-13.15,-6.99,-0.24,-0.15,0.00,0.00,79.83,74.77
RENUKA,40,60,0.74,-0.49,62.48,62.48,24.86,22.94
REVATHI,7.19,1.64,19.60,2.77,72.58,72.58,27.42,27.39
RHIM,65,100,2.66,4.44,66.49,70.19,20.82,18.93
RKDL,-2.31,0.13,-1.00,0.02,23.59,23.59,76.41,76.41
RMCL,-10.31,-0.59,-1.23,-0.07,21.23,24.95,76.69,73.63
ROLLT,-0.30,-0.01,-0.08,-0.01,50.96,50.96,49.02,49.02
ROSSELLIND,33,47,6.85,9.88,74.91,74.80,24.37,21.44
RPOWER,9,7,-0.17,-0.21,24.98,25.00,66.60,63.88
RSSOFTWARE,-2.17,-3.40,-0.56,-1.47,40.67,40.67,57.32,57.33
RTNINDIA,-0,-1,-0.00,0.68,74.80,74.86,16.28,15.69
RUCHIRA,14,31,2.47,6.67,64.07,67.88,35.35,31.29
SABEVENTS,-0.07,0.15,-0.32,-0.14,35.97,35.97,48.72,48.68
SAFARI,18,39,4.78,10.51,49.90,47.24,27.63,25.43
SAKHTISUG,-5.33,15.06,-5.11,0.41,59.83,59.84,28.12,39.31
SAKSOFT,6.96,7.34,0.66,0.71,68.54,68.15,22.64,22.71
SALZERELEC,18.41,24.48,4.67,5.60,32.38,32.34,60.79,61.63
SANGAMIND,73,79,6.86,6.73,61.45,70.29,37.32,29.23
SANGINITA,1.60,0.57,0.41,0.03,None,None,None,None
SARDAEN,191,193,49.11,52.79,72.50,72.64,24.23,22.55
SASTASUNDR,-0.27,-0.38,-0.03,-0.05,74.43,73.92,25.56,25.61
SBCL,18,26,2.23,3.26,60.61,60.61,39.36,39.17
SCHAEFFLER,264,319,10.93,13.78,74.13,74.13,5.33,5.95
SEAMECLTD,26,34,8.74,6.32,72.04,72.05,25.33,25.11
SELAN,1.98,10.33,1.41,5.80,30.09,39.54,65.04,56.66
SETCO,-7.91,-0.03,-5.66,0.07,59.25,59.25,40.67,40.67
SFL,90,63,7.31,5.33,72.95,72.95,1.18,1.37
SHAKTIPUMP,26.98,9.58,10.38,0.30,54.66,54.82,42.82,44.83
SHANTIGEAR,12,22,1.03,2.16,70.47,70.47,24.13,25.54
SHEMAROO,10.52,11.47,1.28,0.87,65.88,65.88,30.18,33.91
SHIVAMAUTO,7.95,12.08,-0.72,-0.75,74.80,74.80,25.18,25.17
SHRADHA,-0.25,-0.24,0.59,0.39,None,None,None,None
SHREECEM,898,523,160.11,52.55,62.55,62.56,13.81,13.97
SHREYAS,34,74,13.41,27.45,68.94,70.43,30.66,28.64
SHYAMMETL,None,None,None,None,None,None,None,None
SIGIND,14.82,14.52,0.60,0.64,72.56,72.57,27.44,27.43
SIL,-3.84,-4.31,1.20,0.16,20.15,20.31,74.90,36.69
SIMBHALS,-13,-30,-5.90,-9.74,53.33,53.33,46.66,46.66
SITINET,17,-4,-0.68,-0.75,6.10,6.10,81.75,86.58
SJVN,613,716,1.03,1.15,86.77,86.77,6.09,7.11
SMCGLOBAL,44,47,3.35,2.22,None,None,None,None
SMSLIFE,7.80,6.44,32.41,8.70,67.74,69.85,32.21,30.14
SOLARA,72.17,27.52,8.41,-2.75,41.07,40.41,35.60,38.16
SOMICONVEY,1.73,1.82,0.46,0.56,59.09,59.09,40.91,40.91
SONATSOFTW,41,48,6.23,2.21,28.17,28.17,41.11,43.69
SOUTHWEST,6.28,3.94,1.13,0.76,None,None,None,None
SPCENET,0.09,0.46,0.01,0.01,None,None,None,None
SPICEJET,-302,-566,-9.34,-13.92,59.46,59.39,38.34,39.37
SREEL,7.49,9.50,2.33,2.97,72.29,74.91,22.46,19.71
STARHEALTH,None,None,None,None,None,None,None,None
STCINDIA,-11.80,-11.95,-12.91,1.36,90.00,90.00,8.90,8.99
STEELXIND,-5.61,27.10,-0.18,0.01,49.78,49.79,41.01,42.61
STLTECH,217.00,100.00,2.29,-0.15,54.24,54.11,29.36,34.22
SUBROS,34.69,39.61,0.78,1.51,36.79,36.79,50.95,49.48
SUMMITSEC,21.58,11.39,14.66,7.34,74.65,74.64,23.82,24.39
SUNDARMHLD,12,24,0.50,1.00,None,None,None,None
SUNFLAG,117,162,3.63,5.26,51.16,51.16,48.46,48.47
SUPREMEINF,2,-3,-82.71,-86.94,34.68,34.69,55.06,55.30
SURYALAXMI,17.94,14.51,2.53,1.66,55.94,60.94,43.65,38.69
SUVEN,-10.30,-7.45,-0.58,-0.41,60.00,64.98,39.04,34.41
SWANENERGY,-0.12,4.35,-0.12,0.02,64.89,64.09,23.54,24.55
SWSOLAR,-69,-141,-2.62,-2.92,69.36,76.69,18.46,16.76
TAJGVK,14,31,0.59,5.12,74.99,74.99,22.73,20.08
TARAPUR,-0.07,0.16,-0.10,-0.01,44.63,44.63,55.37,55.38
TARSONS,None,None,None,None,None,None,None,None
TATACONSUM,269,336,2.04,2.49,34.71,34.72,26.04,24.78
TATAMETALI,100,41,17.30,4.53,60.03,60.03,27.58,28.86
TATASTEEL,13430,4844,7.24,2.17,34.41,33.92,24.83,26.23
TCI,99,92,8.84,7.41,66.54,69.03,18.70,15.82
TCNSBRANDS,30.22,46.14,1.80,1.24,32.30,32.25,43.72,45.92
TECHIN,-0.14,-0.06,-0.10,-0.04,34.31,18.42,65.65,81.55
TEMBO,None,None,None,None,None,None,None,None
TEXMOPIPES,9.23,5.03,1.69,0.03,44.24,44.24,55.36,54.74
THANGAMAYL,44,32,19.47,11.63,70.31,66.66,20.66,21.71
THOMASCOOK,-46,10,-0.30,0.30,65.60,72.34,19.97,16.62
TIIL,75,75,22.52,20.85,74.68,74.68,21.44,20.82
TIMETECHNO,73,69,1.25,1.06,51.33,51.33,24.29,31.62
TIPSINDLTD,18,27,8.64,16.02,74.98,74.98,24.16,24.96
TOKYOPLAST,1.36,1.49,0.24,0.42,64.97,63.11,35.03,36.86
TPLPLASTEH,6.84,7.39,0.47,0.49,75.00,74.86,24.92,25.06
TRENT,221,268,3.53,5.23,37.01,37.01,21.71,21.90
TRIVENI,106,46,2.77,63.23,68.43,68.25,23.48,21.28
TTML,115,122,-1.60,-1.50,74.36,74.36,24.83,23.40
TVSMOTOR,563,737,5.84,8.58,52.26,50.81,9.82,8.96
UCALFUEL,16.32,19.41,1.93,3.41,70.33,70.33,29.41,29.49
UFLEX,127,145,4.00,5.05,44.02,44.58,48.64,46.54
UJJIVAN,-0.98,-0.63,0.04,0.08,None,None,60.09,68.10
UMAEXPORTS,None,None,None,None,None,None,None,None
UNIDT,22.37,3.16,7.43,1.06,74.65,74.65,24.95,24.99
UNIONBANK,None,None,2.23,2.70,83.49,83.49,8.29,8.02
UNIVCABLES,16,46,0.77,5.80,61.89,61.89,36.17,35.96
UTIAMC,153,188,9.49,9.39,None,None,None,None
VADILALIND,7,32,1.14,29.69,64.72,64.72,35.27,35.15
VALIANTORG,37,31,7.92,6.29,39.01,38.41,57.11,59.07
VARROC,76,71,1.62,-88.58,75.00,75.00,7.34,8.11
VEDL,4741,1865,8.82,16.48,65.18,69.68,13.88,11.57
VERTOZ,1.45,1.50,0.40,0.69,None,None,None,None
VICEROY,-0.30,3.15,-0.36,0.39,13.41,13.41,86.56,86.56
VIJIFIN,0.09,0.57,0.01,0.04,52.23,51.07,47.77,48.91
VIKASPROP,-0.07,-0.06,-0.00,-0.00,22.06,22.06,77.94,77.94
VINDHYATEL,33,51,15.94,25.79,43.54,43.55,46.51,45.68
VIPCLOTHNG,5.75,2.60,0.26,0.19,53.15,49.58,46.58,49.99
VISESHINFO,-0.46,-0.35,-0.00,-0.00,22.48,1.95,77.52,98.03
VISHWARAJ,11.46,-1.02,0.01,-0.37,32.83,33.70,63.55,66.06
VOLTAMP,31,46,34.67,45.41,50.00,50.00,13.18,11.00
VSTTILLERS,38,32,37.21,26.32,54.77,55.58,25.11,24.03
WANBURY,7.10,5.60,-0.18,-0.27,39.90,39.85,60.09,60.16
WEBELSOLAR,7.15,-1.87,1.10,-1.06,25.37,26.76,66.91,68.77
WENDT,10.58,13.47,35.15,46.40,75.00,75.00,18.32,18.25
WHEELS,65,57,8.81,6.29,None,None,None,None
WINPRO,-0.26,-0.02,-0.03,-0.01,1.84,1.84,98.12,96.91
WOCKPHARMA,9,11,-4.44,-5.21,68.04,63.83,29.02,33.04
XELPMOC,-3.63,-3.25,-2.34,-2.17,54.41,54.12,32.08,40.29
ZEEL,447,250,3.40,1.84,3.99,3.99,22.70,25.93
ZENITHEXPO,0.33,-1.36,0.24,-1.96,51.75,51.75,48.25,48.25
ZFCVINDIA,63,108,17.00,36.19,75.00,75.00,8.09,7.96
ZUARI,-2,-16,-1.67,-8.65,65.04,65.28,31.66,32.22
ZYDUSWELL,-5,12,-0.32,2.32,64.82,65.36,6.75,7.62
